Kecamatan,Jumlah Karyawan,Aset,Omset,Tahun Berdiri,Keterangan,,,,,,,,,,,,
Bandung Kidul,2,25000000,540000000,2003,Mikro,,,,,,,,,,,,
Bandung Kidul,3,70000000,540000000,1998,Kecil,,,,,,,,,,,,
Bandung Kidul,3,60000000,480000000,2002,Kecil,,,,,,,,,,,,
Bandung Kidul,3,350000000,420000000,1996,Kecil,,,,,,,,,,,,
Bandung Kidul,3,95000000,360000000,2002,Kecil,,,,,,,,,,,,
Bandung Kidul,2,32000000,324000000,1990,Mikro,,,,,,,,,,,,
Bandung Kidul,5,-,54000000,-,Mikro,,,,,,,,,,,,
Bandung Kidul,65,-,240000000,1987,Mikro,,,,,,,,,,,,
Bandung Kidul,6,-,-,1986,Mikro,,,,,,,,,,,,
Bandung Kidul,6,12000000,63000000,2001,Mikro,,,,,,,,,,,,
Bandung Kidul,6,-,24000000,1985,Mikro,,,,,,,,,,,,
Bandung Kidul,5,25600000,36000000,1991,Mikro,,,,,,,,,,,,
Bandung Kidul,8,-,-,2002,Mikro,,,,,,,,,,,,
Bandung Kidul,15,-,-,1990,Mikro,,,,,,,,,,,,
Bandung Kidul,8,-,-,2002,Mikro,,,,,,,,,,,,
Bandung Kidul,5,10000000,45000000,2005,Mikro,,,,,,,,,,,,
Bandung Kidul,4,4500000,180000000,2007,Mikro,,,,,,,,,,,,
Bandung Kidul,4,1500000,3600000,2006,Mikro,,,,,,,,,,,,
Bandung Kidul,4,-,6000000,1985,Mikro,,,,,,,,,,,,
Bandung Kidul,14,-,120000000,1985,Mikro,,,,,,,,,,,,
Bandung Kidul,4,-,180000000,1985,Mikro,,,,,,,,,,,,
Bandung Kidul,-,-,60000000,1999,Mikro,,,,,,,,,,,,
Bandung Kidul,7,88000000,960000000,1997,Kecil,,,,,,,,,,,,
Bandung Kidul,10,-,334600000,2002,Kecil,,,,,,,,,,,,
Bandung Kidul,4,-,324000000,1998,Kecil,,,,,,,,,,,,
Bandung Kidul,10,-,350000000,1974,Kecil,,,,,,,,,,,,
Bandung Kidul,0,-,360000000,1988,Kecil,,,,,,,,,,,,
Bandung Kidul,36,-,360000000,1983,Kecil,,,,,,,,,,,,
Bandung Kidul,3,-,360000000,1960,Kecil,,,,,,,,,,,,
Bandung Kidul,9,-,432000000,2005,Kecil,,,,,,,,,,,,
Bandung Kidul,5,56000000,75000000,2008,Kecil,,,,,,,,,,,,
Bandung Kidul,5,-,100000000,2002,Mikro,,,,,,,,,,,,
Bandung Kidul,6,-,15000000,2010,Mikro,,,,,,,,,,,,
Bandung Kidul,8,110000000,540000000,2004,Kecil,,,,,,,,,,,,
Bandung Kidul,6,-,420000000,1998,Kecil,,,,,,,,,,,,
Bandung Kidul,3,25000000,50000000,-,Mikro,,,,,,,,,,,,
Bandung Kidul,5,-,60000000,-,Mikro,,,,,,,,,,,,
Bandung Kidul,3,40000000,-,2009,Mikro,,,,,,,,,,,,
Bandung Kidul,7,-,-,2011,Mikro,,,,,,,,,,,,
Bandung Kidul,10,-,350000000,-,Kecil,,,,,,,,,,,,
Bandung Kidul,5,-,500000000,2008,Kecil,,,,,,,,,,,,
Bandung Kidul,6,-,400000000,1991,Kecil,,,,,,,,,,,,
Bandung Kidul,3,-,50000000,2012,Mikro,,,,,,,,,,,,
Bandung Kidul,2,28000000,-,2012,Mikro,,,,,,,,,,,,
Bandung Kidul,12,25000000,50000000,2005,Mikro,,,,,,,,,,,,
Bandung Kidul,4,-,-,2013,Mikro,,,,,,,,,,,,
Bandung Kidul,3,-,-,2013,Mikro,,,,,,,,,,,,
Bandung Kidul,3,-,-,-,Mikro,,,,,,,,,,,,
Bandung Kidul,65,-,1300000000,-,Kecil,,,,,,,,,,,,
Bandung Kidul,2,10000000,108000000,2013,Mikro,,,,,,,,,,,,
Bandung Kidul,1,6000000,60000000,2012,Mikro,,,,,,,,,,,,
Bandung Kidul,-,0,50000000,2006,Mikro,,,,,,,,,,,,
Bandung Kidul,3,-,12000000,2012,Mikro,,,,,,,,,,,,
Bandung Kidul,6,25000000,150000000,2013,Mikro,,,,,,,,,,,,
Bandung Kidul,6,-,-,2014,Mikro,,,,,,,,,,,,
Bandung Kidul,4,-,-,2015,Mikro,,,,,,,,,,,,
Bandung Kidul,3,-,-,2013,Mikro,,,,,,,,,,,,
Bandung Kidul,2,-,10000000,2013,Mikro,,,,,,,,,,,,
Bandung Kidul,25,200000000,1200000000,2012,Kecil,,,,,,,,,,,,
Bandung Kidul,4,50000000,240000000,1973,Mikro,,,,,,,,,,,,
Bandung Kidul,7,500000000,50000000,2014,Mikro,,,,,,,,,,,,
Bandung Kidul,8,50000000,300000000,1973,Mikro,,,,,,,,,,,,
Bandung Kidul,-,-,-,-,-,,,,,,,,,,,,
Bandung Kidul,-,-,-,-,-,,,,,,,,,,,,
Bandung Kidul,3,-,< 300000000,2015,-,,,,,,,,,,,,
Bandung Kidul,2,2500000,15500000,2010,-No,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1994,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1995,Mikro,Kecamatan,Kelurahan,Nama Perusahaan,Nama,Alamat,Telepon/Hp,Jenis Usaha,Jumlah Karyawan,Aset,Omset,Tahun Berdiri,Keterangan
Bandung Kulon,0,3000000,9000000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,1,3000000,4200000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1999,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1995,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,1,3000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,2,4000000,9000000,1995,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1999,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,1,4000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,1,4000000,9000000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1995,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1999,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1995,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1994,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,9000000,1993,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,4200000,1994,Mikro,,,,,,,,,,,,
Bandung Kulon,1,3000000,4200000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,1,4000000,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,2,3000000,9000000,1989,Mikro,,,,,,,,,,,,
Bandung Kulon,1,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Bandung Kulon,0,15000000,288000000,1985,Mikro,,,,,,,,,,,,
Bandung Kulon,0,40000000,240000000,1960,Mikro,,,,,,,,,,,,
Bandung Kulon,0,10000000,192000000,1993,Mikro,,,,,,,,,,,,
Bandung Kulon,0,20000000,180000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,2,35000000,180000000,1987,Mikro,,,,,,,,,,,,
Bandung Kulon,0,2500000,144000000,1988,Mikro,,,,,,,,,,,,
Bandung Kulon,0,20000000,120000000,2000,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,120000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,4,15000000,120000000,2001,Mikro,,,,,,,,,,,,
Bandung Kulon,0,10000000,108000000,1994,Mikro,,,,,,,,,,,,
Bandung Kulon,0,6000000,108000000,2004,Mikro,,,,,,,,,,,,
Bandung Kulon,0,10000000,108000000,1975,Mikro,,,,,,,,,,,,
Bandung Kulon,0,2000000,72000000,1990,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,72000000,2005,Mikro,,,,,,,,,,,,
Bandung Kulon,0,10000000,72000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,0,15000000,60000000,1993,Mikro,,,,,,,,,,,,
Bandung Kulon,0,10000000,60000000,1998,Mikro,,,,,,,,,,,,
Bandung Kulon,1,4000000,60000000,2000,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,60000000,1982,Mikro,,,,,,,,,,,,
Bandung Kulon,0,1000000,54000000,2008,Mikro,,,,,,,,,,,,
Bandung Kulon,0,1000000,54000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,0,2000000,54000000,2002,Mikro,,,,,,,,,,,,
Bandung Kulon,0,60000000,48000000,2005,Mikro,,,,,,,,,,,,
Bandung Kulon,0,12000000,48000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,36000000,2008,Mikro,,,,,,,,,,,,
Bandung Kulon,0,5000000,36000000,1978,Mikro,,,,,,,,,,,,
Bandung Kulon,0,20000000,36000000,1970,Mikro,,,,,,,,,,,,
Bandung Kulon,0,7000000,36000000,2000,Mikro,,,,,,,,,,,,
Bandung Kulon,0,10000000,36000000,2002,Mikro,,,,,,,,,,,,
Bandung Kulon,0,12000000,36000000,1980,Mikro,,,,,,,,,,,,
Bandung Kulon,0,6000000,36000000,1980,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,36000000,2005,Mikro,,,,,,,,,,,,
Bandung Kulon,1,5000000,36000000,2005,Mikro,,,,,,,,,,,,
Bandung Kulon,3,7000000,36000000,2001,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,28800000,2004,Mikro,,,,,,,,,,,,
Bandung Kulon,0,4000000,24000000,2004,Mikro,,,,,,,,,,,,
Bandung Kulon,0,2000000,24000000,1990,Mikro,,,,,,,,,,,,
Bandung Kulon,0,7000000,18000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,0,1000000,6000000,1955,Mikro,,,,,,,,,,,,
Bandung Kulon,0,7000000,-,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,0,5000000,-,2008,Mikro,,,,,,,,,,,,
Bandung Kulon,0,2000000,-,2003,Mikro,,,,,,,,,,,,
Bandung Kulon,0,3000000,-,2005,Mikro,,,,,,,,,,,,
Bandung Kulon,20,180000000,1200000000,1987,Kecil,,,,,,,,,,,,
Bandung Kulon,3,20000000,600000000,1980,Mikro,,,,,,,,,,,,
Bandung Kulon,0,40000000,540000000,2005,Mikro,,,,,,,,,,,,
Bandung Kulon,2,30000000,540000000,2006,Mikro,,,,,,,,,,,,
Bandung Kulon,0,30000000,360000000,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,8,245000000,324000000,2001,Kecil,,,,,,,,,,,,
Bandung Kulon,4,140000000,5400000000,2003,Kecil,,,,,,,,,,,,
Bandung Kulon,2,1200000,10000000,-,Mikro,,,,,,,,,,,,
Bandung Kulon,1,10000000,5000000,-,Mikro,,,,,,,,,,,,
Bandung Kulon,6,25000000,180000000,2003,Mikro,,,,,,,,,,,,
Bandung Kulon,2,25000000,180000000,1999,Mikro,,,,,,,,,,,,
Bandung Kulon,6,15000000,180000000,1990,Mikro,,,,,,,,,,,,
Bandung Kulon,10,6000000,10000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,10,-,-,2000,Mikro,,,,,,,,,,,,
Bandung Kulon,5,-,16000000,1980,Mikro,,,,,,,,,,,,
Bandung Kulon,6,-,80000000,2000,Mikro,,,,,,,,,,,,
Bandung Kulon,12,-,-,2000,Mikro,,,,,,,,,,,,
Bandung Kulon,6,-,-,1996,Mikro,,,,,,,,,,,,
Bandung Kulon,6,-,-,1997,Mikro,,,,,,,,,,,,
Bandung Kulon,5,-,-,-,Mikro,,,,,,,,,,,,
Bandung Kulon,10,600000000,400000000,-,Kecil,,,,,,,,,,,,
Bandung Kulon,18,10000000,702000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Kulon,-,-,-,2009,Mikro,,,,,,,,,,,,
Bandung Kulon,6,-,540000000,2007,Kecil,,,,,,,,,,,,
Bandung Kulon,5,-,220400000,1985,Mikro,,,,,,,,,,,,
Bandung Kulon,6,3000000,12000000,2003,Mikro,,,,,,,,,,,,
Bandung Kulon,1,500000,-,2011,Mikro,,,,,,,,,,,,
Bandung Kulon,2,20000000,9000000,2008,Mikro,,,,,,,,,,,,
Bandung Kulon,1,5000000,20000000,2010,Mikro,,,,,,,,,,,,
Bandung Kulon,10,-,-,2010,Mikro,,,,,,,,,,,,
Bandung Kulon,10,1000000000,500000000,2000,Kecil,,,,,,,,,,,,
Bandung Kulon,-,-,-,2012,Mikro,,,,,,,,,,,,
Bandung Kulon,2,-,-,2013,Mikro,,,,,,,,,,,,
Bandung Kulon,2,-,24000000,2013,Mikro,,,,,,,,,,,,
Bandung Kulon,2,-,150000000,2014,Mikro,,,,,,,,,,,,
Bandung Kulon,3,25000000,175000000,2007,Mikro,,,,,,,,,,,,
Bandung Kulon,2,40000000,100000000,2009,Mikro,,,,,,,,,,,,
Bandung Kulon,6,250000000,300000000,2014,Mikro,,,,,,,,,,,,
Bandung Kulon,2,40000000,60000000,-,Mikro,,,,,,,,,,,,
Bandung Kulon,-,-,-,2010,Mikro,,,,,,,,,,,,
Bandung Kulon,-,-,-,2015,Mikro,,,,,,,,,,,,
Bandung Kulon,6,15000000,250000000,2012,Mikro,,,,,,,,,,,,
Bandung Kulon,1,15000000,30000000,2012,Mikro,,,,,,,,,,,,
Bandung Kulon,3,60000000,70000000,2009,Mikro,,,,,,,,,,,,
Bandung Kulon,-,-,20000000,2015,Mikro,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,-,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,-,,,,,,,,,,,,
Bandung Kulon,-,-,-,-,-,,,,,,,,,,,,
Bandung Kulon,4,-,2000000,2015,-,,,,,,,,,,,,
Bandung Kulon,8,-,-,-,-,,,,,,,,,,,,
Bandung Kulon,2,15000000,341000000,2016,-,,,,,,,,,,,,
Bandung Kulon,2,-,100000000,2015,-,,,,,,,,,,,,
Bandung Kulon,3,35000000,36000000,2012,Mikro,,,,,,,,,,,,
Bandung Kulon,5,10000000,-,2016,Mikro,,,,,,,,,,,,
Bandung Kulon,4,40000000,200000000,2014,Mikro,,,,,,,,,,,,
Bandung Kulon,2,22000000,12000000,2010,Mikro,,,,,,,,,,,,
Bandung Kulon,-,-,12000000,2017,-No,,,,,,,,,,,,
Bandung Wetan,0,3000000,9000000,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,0,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,0,3000000,4200000,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,0,3000000,4200000,2000,Mikro,Kecamatan,Kelurahan,Nama Perusahaan,Nama Pemilik,Alamat,Telepon/HP,Jenis Usaha,Jumlah Karyawan,Aset,Omset,Tahun Berdiri,Keterangan
Bandung Wetan,2,4000000,4200000,1982,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,9000000,1989,Mikro,,,,,,,,,,,,
Bandung Wetan,0,4000000,4200000,1990,Mikro,,,,,,,,,,,,
Bandung Wetan,7,3000000,2400000,1999,Mikro,,,,,,,,,,,,
Bandung Wetan,5,3000000,9000000,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,3,3000000,9000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,4,3000000,9000000,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,4,4000000,2400000,1990,Mikro,,,,,,,,,,,,
Bandung Wetan,1,4000000,9000000,1994,Mikro,,,,,,,,,,,,
Bandung Wetan,5,4000000,9000000,1975,Mikro,,,,,,,,,,,,
Bandung Wetan,5,3000000,2400000,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,1,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Bandung Wetan,2,10000000,9000000,1994,Mikro,,,,,,,,,,,,
Bandung Wetan,1,15000000,9000000,1999,Mikro,,,,,,,,,,,,
Bandung Wetan,2,4000000,9000000,1994,Mikro,,,,,,,,,,,,
Bandung Wetan,0,4000000,9000000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,0,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,4,3000000,9000000,1998,Mikro,,,,,,,,,,,,
Bandung Wetan,2,15000000,2400000,1999,Mikro,,,,,,,,,,,,
Bandung Wetan,5,15000000,2400000,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,1,4000000,4200000,2002,Mikro,,,,,,,,,,,,
Bandung Wetan,3,4000000,4200000,1989,Mikro,,,,,,,,,,,,
Bandung Wetan,1,10000000,2400000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,2,4000000,9000000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,3,3000000,9000000,1965,Mikro,,,,,,,,,,,,
Bandung Wetan,1,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,2400000,2002,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,9000000,1999,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,9000000,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,4200000,1988,Mikro,,,,,,,,,,,,
Bandung Wetan,1,10000000,4200000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,2,4000000,9000000,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,1,3000000,4200000,1998,Mikro,,,,,,,,,,,,
Bandung Wetan,1,10000000,9000000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,1,4000000,4200000,1983,Mikro,,,,,,,,,,,,
Bandung Wetan,8,3000000,2400000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,6,3000000,2400000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,2,3000000,4200000,1988,Mikro,,,,,,,,,,,,
Bandung Wetan,6,11000000,4200000,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,1,3000000,9000000,1995,Mikro,,,,,,,,,,,,
Bandung Wetan,2,-,72000000,2007,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,72000000,2005,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,60000000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,48000000,1984,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,36000000,1986,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,30000000,2005,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,30000000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,24000000,1970,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,21000000,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,18000000,1985,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,18000000,2005,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,14400000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,2,-,12000000,2004,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,12000000,2008,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,12000000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,9600000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,9600000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,9000000,1996,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,3600000,1985,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,1800000,1985,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,1200000,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1990,Mikro,,,,,,,,,,,,
Bandung Wetan,2,-,-,2005,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,1,-,-,2007,Mikro,,,,,,,,,,,,
Bandung Wetan,1,-,-,1998,Mikro,,,,,,,,,,,,
Bandung Wetan,1,-,-,1992,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1988,Mikro,,,,,,,,,,,,
Bandung Wetan,0,40000000,-,2007,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1985,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1975,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1991,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2004,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1990,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1997,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,-,2003,Mikro,,,,,,,,,,,,
Bandung Wetan,1,-,-,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1992,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1996,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1990,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1970,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,1975,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2006,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,-,2007,Mikro,,,,,,,,,,,,
Bandung Wetan,6,100000000,180000000,1996,Kecil,,,,,,,,,,,,
Bandung Wetan,6,10000000,20000000,2006,Mikro,,,,,,,,,,,,
Bandung Wetan,13,100000000,180000000,1975,Kecil,,,,,,,,,,,,
Bandung Wetan,2,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,7,20000000,50000000,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,10000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,6,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,30,40000000,240000000,1993,Mikro,,,,,,,,,,,,
Bandung Wetan,12,-,75000000,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,8,-,-,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,2,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,-,1983,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,-,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,5,-,-,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,8,-,50000000,1974,Mikro,,,,,,,,,,,,
Bandung Wetan,5,-,24000000,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,-,1984,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,-,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,6,-,25000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,5,120000000,72000000,1984,Kecil,,,,,,,,,,,,
Bandung Wetan,9,200000000,75000000,-,Kecil,,,,,,,,,,,,
Bandung Wetan,5,100000000,50000000,1987,Kecil,,,,,,,,,,,,
Bandung Wetan,8,200000000,120000000,-,Kecil,,,,,,,,,,,,
Bandung Wetan,5,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,5,-,300000000,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,5,50000000,150000000,1987,Mikro,,,,,,,,,,,,
Bandung Wetan,3,180000000,100000000,1984,Kecil,,,,,,,,,,,,
Bandung Wetan,3,-,50000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,7,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,9,-,100000000,1991,Mikro,,,,,,,,,,,,
Bandung Wetan,10,-,175000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,20000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,10,-,120000000,-,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,-,2006,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,5000000,2001,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,120000000,1998,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,36100000,2000,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,133400000,1980,Mikro,,,,,,,,,,,,
Bandung Wetan,5,30000000,-,1998,Mikro,,,,,,,,,,,,
Bandung Wetan,0,-,800000000,1977,Kecil,,,,,,,,,,,,
Bandung Wetan,0,-,333600000,1980,Kecil,,,,,,,,,,,,
Bandung Wetan,0,-,600000000,1992,Kecil,,,,,,,,,,,,
Bandung Wetan,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Wetan,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Wetan,-,-,-,-,Menengah,,,,,,,,,,,,
Bandung Wetan,4,7000000,72000000,2010,Mikro,,,,,,,,,,,,
Bandung Wetan,20,-,-,-,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,150000000,2008,Mikro,,,,,,,,,,,,
Bandung Wetan,10,16000000,7000000,2011,Mikro,,,,,,,,,,,,
Bandung Wetan,1,10000000,24000000,2013,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,100000000,2012,Mikro,,,,,,,,,,,,
Bandung Wetan,3,4000000,86000000,2013,Mikro,,,,,,,,,,,,
Bandung Wetan,4,-,-,2013,Mikro,,,,,,,,,,,,
Bandung Wetan,-,-,-,2010,Mikro,,,,,,,,,,,,
Bandung Wetan,5,20000000,200000000,2012,Mikro,,,,,,,,,,,,
Bandung Wetan,5,10000000,120000000,2012,Mikro,,,,,,,,,,,,
Bandung Wetan,8,100000000,300000000,2015,Mikro,,,,,,,,,,,,
Bandung Wetan,2,-,-,2014,Mikro,,,,,,,,,,,,
