Kecamatan,Jumlah Karyawan,Aset,Omset,Lama Berdiri(Tahun),Kategori Usaha
Cicendo,2,15000000.0,25000000.0,7.0,Mikro
Cicendo,2,22000000.0,170000000.0,3.0,Kecil
Cidadap,0,3000000.0,9000000.0,17.0,Mikro
Cidadap,0,3000000.0,9000000.0,21.0,Mikro
Cidadap,0,3000000.0,4200000.0,24.0,Mikro
Cidadap,0,3000000.0,9000000.0,18.0,Mikro
Cidadap,0,3000000.0,9000000.0,20.0,Mikro
Cidadap,0,3000000.0,2400000.0,24.0,Mikro
Cidadap,0,3000000.0,4200000.0,18.0,Mikro
Cidadap,0,3000000.0,9000000.0,20.0,Mikro
Cidadap,0,3000000.0,4200000.0,37.0,Mikro
Cidadap,0,3000000.0,9000000.0,27.0,Mikro
Cidadap,4,3000000.0,9000000.0,27.0,Mikro
Cidadap,0,3000000.0,9000000.0,29.0,Mikro
Cidadap,0,3000000.0,9000000.0,49.0,Mikro
Cidadap,0,3000000.0,2400000.0,18.0,Mikro
Cidadap,0,3000000.0,9000000.0,24.0,Mikro
Cidadap,0,3000000.0,2400000.0,36.0,Mikro
Cidadap,0,3000000.0,9000000.0,22.0,Mikro
Cidadap,0,3000000.0,9000000.0,23.0,Mikro
Cidadap,4,10000000.0,2400000.0,37.0,Mikro
Cidadap,2,3000000.0,2400000.0,21.0,Mikro
Cidadap,3,10000000.0,2400000.0,39.0,Mikro
Cidadap,3,3000000.0,2400000.0,42.0,Mikro
Cidadap,0,3000000.0,9000000.0,20.0,Mikro
Cidadap,1,3000000.0,2400000.0,20.0,Mikro
Cidadap,4,3000000.0,2400000.0,24.0,Mikro
Cidadap,5,10000000.0,2400000.0,28.0,Mikro
Cidadap,4,3000000.0,2400000.0,32.0,Mikro
Cidadap,5,3000000.0,2400000.0,22.0,Mikro
Cidadap,0,3000000.0,2400000.0,37.0,Mikro
Cidadap,0,3000000.0,2400000.0,21.0,Mikro
Cidadap,0,3000000.0,4200000.0,19.0,Mikro
Cidadap,0,3000000.0,2400000.0,24.0,Mikro
Cidadap,0,3000000.0,4200000.0,21.0,Mikro
Cidadap,1,3000000.0,9000000.0,18.0,Mikro
Cidadap,0,3000000.0,9000000.0,27.0,Mikro
Cidadap,0,3000000.0,4200000.0,18.0,Mikro
Cidadap,3,3000000.0,9000000.0,24.0,Mikro
Cidadap,0,3000000.0,4200000.0,17.0,Mikro
Cidadap,0,3000000.0,2400000.0,20.0,Mikro
Cidadap,1,13000000.0,252000000.0,14.0,Mikro
Cidadap,2,5000000.0,180000000.0,20.0,Mikro
Cidadap,1,1200000.0,180000000.0,19.0,Mikro
Cidadap,2,1550000.0,180000000.0,12.0,Mikro
Cidadap,1,1600000.0,144000000.0,19.0,Mikro
Cidadap,2,5000000.0,180000000.0,20.0,Mikro
Cidadap,1,1200000.0,180000000.0,19.0,Mikro
Cidadap,2,1550000.0,180000000.0,12.0,Mikro
Cidadap,1,1600000.0,144000000.0,19.0,Mikro
Cidadap,1,4000000.0,108000000.0,21.0,Mikro
Cidadap,1,1500000.0,108000000.0,26.0,Mikro
Cidadap,2,16500000.0,90000000.0,18.0,Mikro
Cidadap,1,1000000.0,90000000.0,11.0,Mikro
Cidadap,1,1500000.0,72000000.0,29.0,Mikro
Cidadap,2,2000000.0,72000000.0,26.0,Mikro
Cidadap,1,800000.0,72000000.0,11.0,Mikro
Cidadap,1,2000000.0,54000000.0,33.0,Mikro
Cidadap,3,40000000.0,48000000.0,12.0,Mikro
Cidadap,1,500000.0,43200000.0,59.0,Mikro
Cidadap,1,1600000.0,36000000.0,12.0,Mikro
Cidadap,2,36000000.0,36000000.0,24.0,Mikro
Cidadap,1,400000.0,36000000.0,14.0,Mikro
Cidadap,2,1200000.0,24000000.0,11.0,Mikro
Cidadap,1,5200000.0,24000000.0,63.0,Mikro
Cidadap,1,1000000.0,24000000.0,12.0,Mikro
Cidadap,1,100000000.0,24000000.0,21.0,Kecil
Cidadap,1,500000.0,21600000.0,12.0,Mikro
Cidadap,1,400000.0,21600000.0,13.0,Mikro
Cidadap,2,12000000.0,18000000.0,11.0,Mikro
Cidadap,1,600000.0,18000000.0,13.0,Mikro
Cidadap,1,1400000.0,18000000.0,39.0,Mikro
Cidadap,1,1600000.0,18000000.0,32.0,Mikro
Cidadap,1,1500000.0,18000000.0,13.0,Mikro
Cidadap,2,1300000.0,18000000.0,21.0,Mikro
Cidadap,1,1500000.0,18000000.0,13.0,Mikro
Cidadap,1,3000000000.0,18000000.0,18.0,Menengah
Cidadap,1,1250000.0,14400000.0,12.0,Mikro
Cidadap,1,2000000.0,14400000.0,25.0,Mikro
Cidadap,1,6000000.0,12000000.0,19.0,Mikro
Cidadap,2,700000.0,12000000.0,13.0,Mikro
Cidadap,1,1200000.0,12000000.0,12.0,Mikro
Cidadap,1,1000000.0,9600000.0,13.0,Mikro
Cidadap,1,15500000.0,8400000.0,12.0,Mikro
Cidadap,2,50000000.0,7200000.0,26.0,Mikro
Cidadap,1,1200000.0,432000000.0,19.0,Mikro
Cidadap,8,100000000.0,300000000.0,15.0,Kecil
Cidadap,3,25500000.0,180000000.0,16.0,Mikro
Cidadap,3,15000000.0,11000000.0,14.0,Mikro
Cidadap,10,500000000.0,2400000000.0,11.0,Kecil
Cidadap,5,30000000.0,25000000.0,6.0,Mikro
Cidadap,1,8000000.0,90000000.0,5.0,Mikro
Cidadap,4,40000000.0,96000000.0,5.0,Mikro
Cinambo,2,3000000.0,288000000.0,17.0,Mikro
Cinambo,2,4000000.0,180000000.0,14.0,Mikro
Cinambo,2,1800000.0,180000000.0,31.0,Mikro
Cinambo,3,4000000.0,180000000.0,39.0,Mikro
Cinambo,2,3000000.0,180000000.0,13.0,Mikro
Cinambo,2,1500000.0,180000000.0,13.0,Mikro
Cinambo,2,600000.0,180000000.0,13.0,Mikro
Cinambo,2,2000000.0,144000000.0,16.0,Mikro
Cinambo,2,2500000.0,144000000.0,18.0,Mikro
Cinambo,2,10000000.0,144000000.0,15.0,Mikro
Cinambo,3,3000000.0,144000000.0,36.0,Mikro
Cinambo,3,9300000.0,120000000.0,19.0,Mikro
Cinambo,2,2000000.0,120000000.0,16.0,Mikro
Cinambo,2,1000000.0,108000000.0,16.0,Mikro
Cinambo,2,1100000.0,108000000.0,29.0,Mikro
Cinambo,2,2800000.0,108000000.0,17.0,Mikro
Cinambo,3,3000000.0,108000000.0,37.0,Mikro
Cinambo,2,2000000.0,108000000.0,13.0,Mikro
Cinambo,4,2300000.0,108000000.0,13.0,Mikro
Cinambo,3,3000000.0,90000000.0,39.0,Mikro
Cinambo,2,1000000.0,90000000.0,34.0,Mikro
Cinambo,3,3000000.0,90000000.0,16.0,Mikro
Cinambo,2,2600000.0,72000000.0,14.0,Mikro
Cinambo,3,1800000.0,72000000.0,16.0,Mikro
Cinambo,2,1000000.0,72000000.0,22.0,Mikro
Cinambo,1,1000000.0,72000000.0,12.0,Mikro
Cinambo,4,3000000.0,72000000.0,13.0,Mikro
Cinambo,4,2100000.0,72000000.0,15.0,Mikro
Cinambo,2,1500000.0,72000000.0,11.0,Mikro
Cinambo,2,500000.0,72000000.0,15.0,Mikro
Cinambo,3,1200000.0,54000000.0,35.0,Mikro
Cinambo,3,2500000.0,54000000.0,30.0,Mikro
Cinambo,1,2200000.0,36000000.0,12.0,Mikro
Cinambo,2,500000.0,36000000.0,24.0,Mikro
Cinambo,2,1000000.0,18000000.0,14.0,Mikro
Cinambo,1,800000.0,18000000.0,16.0,Mikro
Cinambo,1,1000000.0,18000000.0,28.0,Mikro
Cinambo,1,300000.0,18000000.0,16.0,Mikro
Cinambo,2,300000.0,18000000.0,29.0,Mikro
Cinambo,2,200000.0,18000000.0,23.0,Mikro
Cinambo,2,700000.0,12000000.0,12.0,Mikro
Cinambo,2,50000000.0,31600000.0,15.0,Mikro
Cinambo,3,10000000.0,182000000.0,22.0,Mikro
Cinambo,2,15000000.0,36000000.0,16.0,Mikro
Cinambo,1,25000000.0,15000000.0,7.0,Mikro
Cinambo,1,5000000.0,30000000.0,6.0,Mikro
Gedebage,4,50000000.0,60000000.0,14.0,Mikro
Gedebage,3,50000000.0,120000000.0,18.0,Mikro
Gedebage,5,150000000.0,120000000.0,15.0,Mikro
Gedebage,1,300000.0,72000000.0,19.0,Mikro
Gedebage,1,2000000.0,60000000.0,11.0,Mikro
Gedebage,2,5000000.0,42000000.0,15.0,Mikro
Gedebage,1,3000000.0,36000000.0,14.0,Mikro
Gedebage,2,4000000.0,36000000.0,20.0,Mikro
Gedebage,2,10000000.0,30000000.0,16.0,Mikro
Gedebage,3,4500000.0,24000000.0,21.0,Mikro
Gedebage,2,2000000.0,24000000.0,19.0,Mikro
Gedebage,1,50000000.0,24000000.0,17.0,Mikro
Gedebage,2,56500000.0,24000000.0,21.0,Kecil
Gedebage,1,20000000.0,18000000.0,20.0,Mikro
Gedebage,1,20000000.0,12000000.0,20.0,Mikro
Gedebage,1,38000000.0,12000000.0,19.0,Mikro
Gedebage,1,45000000.0,306000000.0,19.0,Mikro
Gedebage,2,6500000.0,5000000.0,11.0,Mikro
Gedebage,1,5000000.0,24000000.0,9.0,Mikro
Gedebage,3,15000000.0,5700000.0,5.0,Mikro
Gedebage,2,20000000.0,40000000.0,5.0,Mikro
Gedebage,5,25000000.0,15000000.0,4.0,Mikro
Kiaracondong,6,150000000.0,10000000.0,49.0,Kecil
Kiaracondong,10,75000000.0,300000000.0,19.0,Kecil
Kiaracondong,5,350000000.0,400000000.0,15.0,Kecil
Kiaracondong,3,30000000.0,600000000.0,5.0,Kecil
Kiaracondong,0,3000000.0,4200000.0,47.0,Mikro
Kiaracondong,4,3000000.0,9000000.0,23.0,Mikro
Kiaracondong,3,4000000.0,4200000.0,29.0,Mikro
Kiaracondong,2,4000000.0,4200000.0,24.0,Mikro
Kiaracondong,2,4000000.0,4200000.0,24.0,Mikro
Kiaracondong,2,4000000.0,9000000.0,26.0,Mikro
Kiaracondong,2,4000000.0,4200000.0,24.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,24.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,29.0,Mikro
Kiaracondong,2,4000000.0,9000000.0,29.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,20.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,17.0,Mikro
Kiaracondong,2,3000000.0,9000000.0,34.0,Mikro
Kiaracondong,0,3000000.0,2400000.0,33.0,Mikro
Kiaracondong,0,3000000.0,2400000.0,28.0,Mikro
Kiaracondong,0,3000000.0,2400000.0,21.0,Mikro
Kiaracondong,0,4000000.0,9000000.0,18.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,24.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,29.0,Mikro
Kiaracondong,0,4000000.0,4200000.0,20.0,Mikro
Kiaracondong,4,3000000.0,4200000.0,17.0,Mikro
Kiaracondong,0,3000000.0,2400000.0,33.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,38.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,34.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,27.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,17.0,Mikro
Kiaracondong,0,4000000.0,9000000.0,21.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,22.0,Mikro
Kiaracondong,1,3000000.0,9000000.0,18.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,21.0,Mikro
Kiaracondong,0,4000000.0,4200000.0,17.0,Mikro
Kiaracondong,0,3000000.0,2400000.0,20.0,Mikro
Kiaracondong,3,3000000.0,2400000.0,21.0,Mikro
Kiaracondong,2,4000000.0,9000000.0,20.0,Mikro
Kiaracondong,1,4000000.0,9000000.0,21.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,27.0,Mikro
Kiaracondong,0,3000000.0,4200000.0,24.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,21.0,Mikro
Kiaracondong,0,3000000.0,2400000.0,20.0,Mikro
Kiaracondong,1,3000000.0,9000000.0,19.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,18.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,19.0,Mikro
Kiaracondong,0,3000000.0,9000000.0,20.0,Mikro
Kiaracondong,1,3000000.0,15000000.0,20.0,Mikro
Kiaracondong,4,8500000.0,180000000.0,14.0,Mikro
Kiaracondong,0,2000000.0,150000000.0,15.0,Mikro
Kiaracondong,1,2500000.0,108000000.0,14.0,Mikro
Kiaracondong,0,900000.0,72000000.0,22.0,Mikro
Kiaracondong,0,2300000.0,36000000.0,24.0,Mikro
Kiaracondong,0,800000.0,18000000.0,27.0,Mikro
Kiaracondong,0,800000.0,12000000.0,22.0,Mikro
Kiaracondong,0,3000000.0,6000000.0,41.0,Mikro
Kiaracondong,2,20000000.0,360000000.0,24.0,Mikro
Kiaracondong,3,15000000.0,24000000.0,39.0,Mikro
Kiaracondong,2,7000000.0,75000000.0,15.0,Mikro
Kiaracondong,2,3000000.0,36000000.0,14.0,Mikro
Kiaracondong,2,5000000.0,45000000.0,34.0,Mikro
Kiaracondong,3,10000000.0,36000000.0,41.0,Mikro
Kiaracondong,4,32000000.0,63000000.0,17.0,Mikro
Kiaracondong,12,150000000.0,75000000.0,29.0,Kecil
Kiaracondong,6,10000000.0,15000000.0,16.0,Mikro
Kiaracondong,5,20000000.0,60000000.0,51.0,Mikro
Kiaracondong,2,18000000.0,10000000.0,24.0,Mikro
Kiaracondong,6,25000000.0,75000000.0,29.0,Mikro
Kiaracondong,8,50000000.0,100000000.0,24.0,Mikro
Kiaracondong,4,14000000.0,72000000.0,24.0,Mikro
Kiaracondong,7,15600000.0,15000000.0,14.0,Mikro
Kiaracondong,4,40000000.0,60000000.0,21.0,Mikro
Kiaracondong,10,15000000.0,30000000.0,13.0,Mikro
Kiaracondong,6,185000000.0,700000000.0,21.0,Kecil
Kiaracondong,3,5000000.0,25000000.0,7.0,Mikro
Kiaracondong,2,15000000.0,60000000.0,8.0,Mikro
Kiaracondong,2,2000000.0,4000000.0,8.0,Mikro
Kiaracondong,3,20000000.0,132000000.0,20.0,Mikro
Kiaracondong,2,25000000.0,15000000.0,8.0,Mikro
Kiaracondong,5,40000000.0,150000000.0,10.0,Mikro
Kiaracondong,4,20000000.0,150000000.0,10.0,Mikro
Kiaracondong,2,3000000.0,60000000.0,7.0,Mikro
Kiaracondong,3,15000000.0,105000000.0,18.0,Mikro
Kiaracondong,1,10000000.0,24000000.0,8.0,Mikro
Kiaracondong,3,40000000.0,240000000.0,5.0,Mikro
Kiaracondong,4,10000000.0,120000000.0,9.0,Mikro
Kiaracondong,3,50000000.0,600000000.0,11.0,Kecil
Lengkong,2,1000000.0,6750000.0,6.0,Mikro
Lengkong,0,4000000.0,2400000.0,20.0,Mikro
Lengkong,0,3000000.0,4200000.0,19.0,Mikro
Lengkong,0,3000000.0,4200000.0,17.0,Mikro
Lengkong,0,4000000.0,4200000.0,55.0,Mikro
Lengkong,0,3000000.0,2400000.0,21.0,Mikro
Lengkong,0,3000000.0,4200000.0,21.0,Mikro
Lengkong,4,3000000.0,9000000.0,48.0,Mikro
Lengkong,0,3000000.0,9000000.0,20.0,Mikro
Lengkong,0,3000000.0,9000000.0,22.0,Mikro
Lengkong,0,3000000.0,9000000.0,19.0,Mikro
Lengkong,0,3000000.0,9000000.0,22.0,Mikro
Lengkong,0,3000000.0,9000000.0,21.0,Mikro
Lengkong,0,3000000.0,4200000.0,79.0,Mikro
Lengkong,0,3000000.0,9000000.0,26.0,Mikro
Lengkong,0,3000000.0,4200000.0,24.0,Mikro
Lengkong,0,3000000.0,4200000.0,21.0,Mikro
Lengkong,0,3000000.0,2400000.0,21.0,Mikro
Lengkong,0,3000000.0,4200000.0,35.0,Mikro
Lengkong,0,3000000.0,9000000.0,22.0,Mikro
Lengkong,0,3000000.0,2400000.0,20.0,Mikro
Lengkong,0,3000000.0,4200000.0,22.0,Mikro
Lengkong,0,4000000.0,4200000.0,29.0,Mikro
Lengkong,3,3000000.0,4200000.0,37.0,Mikro
Lengkong,3,4000000.0,4200000.0,36.0,Mikro
Lengkong,0,3000000.0,2400000.0,41.0,Mikro
Lengkong,0,3000000.0,2400000.0,41.0,Mikro
Lengkong,0,3000000.0,9000000.0,45.0,Mikro
Lengkong,0,3000000.0,4200000.0,20.0,Mikro
Lengkong,1,3000000.0,4200000.0,29.0,Mikro
Lengkong,4,3000000.0,4200000.0,21.0,Mikro
Lengkong,2,4000000.0,2400000.0,17.0,Mikro
Lengkong,3,4000000.0,9000000.0,25.0,Mikro
Lengkong,1,3000000.0,9000000.0,22.0,Mikro
Lengkong,0,3000000.0,4200000.0,19.0,Mikro
Lengkong,0,3000000.0,9000000.0,21.0,Mikro
Lengkong,1,4000000.0,9000000.0,18.0,Mikro
Lengkong,2,4000000.0,9000000.0,19.0,Mikro
Lengkong,0,3000000.0,4200000.0,19.0,Mikro
Lengkong,0,3000000.0,4200000.0,27.0,Mikro
Lengkong,0,3000000.0,2400000.0,21.0,Mikro
Lengkong,0,4000000.0,4200000.0,22.0,Mikro
Lengkong,1,800000.0,72000000.0,18.0,Mikro
Lengkong,2,1100000.0,18000000.0,13.0,Mikro
Lengkong,3,17000000.0,12000000.0,13.0,Mikro
Lengkong,0,900000.0,12000000.0,12.0,Mikro
Lengkong,0,6000000.0,3600000.0,36.0,Mikro
Lengkong,3,4000000.0,360000000.0,12.0,Mikro
Lengkong,2,5000000.0,10000000.0,16.0,Mikro
Lengkong,2,3500000.0,10000000.0,14.0,Mikro
Lengkong,6,100000000.0,150000000.0,28.0,Kecil
Lengkong,3,45000000.0,60000000.0,14.0,Mikro
Lengkong,7,100000000.0,18000000.0,29.0,Kecil
Lengkong,2,10000000.0,15000000.0,13.0,Mikro
Lengkong,10,45000000.0,180000000.0,19.0,Mikro
Lengkong,7,50000000.0,50000000.0,14.0,Mikro
Lengkong,1,4000000.0,3500000.0,13.0,Mikro
Lengkong,4,5000000.0,2000000.0,14.0,Mikro
Lengkong,20,100000000.0,420000000.0,28.0,Kecil
Lengkong,15,500000000.0,600000000.0,21.0,Kecil
Lengkong,5,181300000.0,500000000.0,12.0,Menengah
Lengkong,14,100000000.0,12000000.0,11.0,Kecil
Lengkong,12,100000000.0,90000000.0,16.0,Mikro
Lengkong,6,15000000.0,150000000.0,16.0,Mikro
Lengkong,5,250000000.0,35000000.0,23.0,Mikro
Lengkong,5,15000000.0,70000000.0,10.0,Mikro
Lengkong,1,1000000.0,10000000.0,7.0,Mikro
Lengkong,3,250000000.0,80000000.0,10.0,Mikro
Lengkong,9,60000000.0,130000000.0,19.0,Mikro
Lengkong,6,11250300.0,134755500.0,7.0,Mikro
Lengkong,2,20000000.0,50000000.0,10.0,Mikro
Lengkong,2,20000000.0,18000000.0,19.0,Mikro
Lengkong,5,30000000.0,120000000.0,9.0,Mikro
Lengkong,1,30000000.0,60000000.0,6.0,Mikro
Lengkong,50,5000000.0,240000000.0,5.0,Mikro
Lengkong,3,25000000.0,250000000.0,6.0,Mikro
Lengkong,5,150000000.0,300000000.0,10.0,Mikro
Lengkong,38,300000000.0,300000000.0,8.0,Mikro
Lengkong,3,20000000.0,72000000.0,5.0,Mikro
Lengkong,1,9000000.0,5000000.0,4.0,Mikro
Mandalajati,17,75000000.0,1200000000.0,7.0,Kecil
Mandalajati,1,25000000.0,32400000.0,14.0,Mikro
Mandalajati,1,50000000.0,24000000.0,12.0,Mikro
Mandalajati,3,85000000.0,288000000.0,39.0,Kecil
Mandalajati,4,70000000.0,240000000.0,15.0,Kecil
Mandalajati,5,16000000.0,144000000.0,17.0,Mikro
Mandalajati,8,1032000000.0,144000000.0,16.0,Menengah
Mandalajati,5,117000000.0,144000000.0,38.0,Kecil
Mandalajati,2,105000000.0,120000000.0,12.0,Kecil
Mandalajati,2,80000000.0,72000000.0,13.0,Kecil
Mandalajati,3,80000000.0,60000000.0,17.0,Kecil
Mandalajati,2,100000000.0,54000000.0,34.0,Kecil
Mandalajati,1,50000000.0,48000000.0,12.0,Mikro
Mandalajati,2,50000000.0,36000000.0,13.0,Mikro
Mandalajati,1,25000000.0,36000000.0,17.0,Mikro
Mandalajati,2,30000000.0,32400000.0,35.0,Mikro
Mandalajati,1,20000000.0,30000000.0,13.0,Mikro
Mandalajati,1,25000000.0,24000000.0,59.0,Mikro
Mandalajati,2,30000000.0,21600000.0,12.0,Mikro
Mandalajati,1,70000000.0,21600000.0,34.0,Kecil
Mandalajati,3,150000000.0,18000000.0,12.0,Kecil
Mandalajati,1,40000000.0,18000000.0,12.0,Mikro
Mandalajati,2,40000000.0,18000000.0,13.0,Mikro
Mandalajati,2,3000000.0,14400000.0,17.0,Mikro
Mandalajati,1,15000000.0,14400000.0,12.0,Mikro
Mandalajati,1,25000000.0,12000000.0,13.0,Mikro
Mandalajati,3,48000000.0,10800000.0,21.0,Mikro
Mandalajati,1,50000000.0,10800000.0,12.0,Mikro
Mandalajati,1,15000000.0,9600000.0,13.0,Mikro
Mandalajati,1,30000000.0,4800000.0,26.0,Mikro
Mandalajati,1,4500000.0,3600000.0,11.0,Mikro
Mandalajati,38,180000000.0,360000000.0,46.0,Kecil
Mandalajati,19,175000000.0,1200000000.0,13.0,Kecil
Mandalajati,18,400000000.0,1200000000.0,26.0,Kecil
Mandalajati,9,385000000.0,738000000.0,37.0,Kecil
Mandalajati,16,530000000.0,720000000.0,19.0,Menengah
Mandalajati,15,51000000.0,600000000.0,20.0,Kecil
Mandalajati,15,260000000.0,600000000.0,14.0,Kecil
Mandalajati,3,100000000.0,540000000.0,21.0,Kecil
Mandalajati,9,75000000.0,384000000.0,31.0,Kecil
Mandalajati,3,4000000.0,2400000.0,18.0,Mikro
Mandalajati,8,4000000.0,9000000.0,19.0,Mikro
Mandalajati,0,4000000.0,4200000.0,22.0,Mikro
Mandalajati,0,4000000.0,4200000.0,23.0,Mikro
Mandalajati,1,3000000.0,4200000.0,19.0,Mikro
Mandalajati,0,3000000.0,4200000.0,27.0,Mikro
Mandalajati,0,4000000.0,9000000.0,21.0,Mikro
Mandalajati,0,4000000.0,9000000.0,28.0,Mikro
Mandalajati,0,3000000.0,9000000.0,18.0,Mikro
Mandalajati,3,4000000.0,9000000.0,24.0,Mikro
Mandalajati,6,4000000.0,9000000.0,21.0,Mikro
Mandalajati,0,4000000.0,4200000.0,23.0,Mikro
Mandalajati,1,4000000.0,9000000.0,37.0,Mikro
Mandalajati,0,3000000.0,4200000.0,18.0,Mikro
Mandalajati,0,3000000.0,4200000.0,32.0,Mikro
Mandalajati,0,4000000.0,9000000.0,22.0,Mikro
Mandalajati,0,4000000.0,4200000.0,27.0,Mikro
Mandalajati,0,4000000.0,4200000.0,24.0,Mikro
Mandalajati,0,4000000.0,4200000.0,25.0,Mikro
Mandalajati,0,4000000.0,4200000.0,25.0,Mikro
Mandalajati,0,4000000.0,4200000.0,23.0,Mikro
Mandalajati,0,4000000.0,9000000.0,21.0,Mikro
Mandalajati,0,4000000.0,9000000.0,21.0,Mikro
Mandalajati,0,4000000.0,9000000.0,26.0,Mikro
Mandalajati,0,4000000.0,9000000.0,26.0,Mikro
Mandalajati,0,4000000.0,4200000.0,26.0,Mikro
Mandalajati,0,4000000.0,4200000.0,24.0,Mikro
Mandalajati,0,4000000.0,4200000.0,23.0,Mikro
Mandalajati,0,4000000.0,4200000.0,26.0,Mikro
Mandalajati,0,4000000.0,9000000.0,27.0,Mikro
Mandalajati,0,4000000.0,9000000.0,24.0,Mikro
Mandalajati,1,4000000.0,4200000.0,26.0,Mikro
Mandalajati,0,4000000.0,4200000.0,25.0,Mikro
Mandalajati,2,4000000.0,9000000.0,26.0,Mikro
Mandalajati,0,4000000.0,4200000.0,26.0,Mikro
Mandalajati,0,3000000.0,4200000.0,21.0,Mikro
Mandalajati,1,4000000.0,4200000.0,26.0,Mikro
Mandalajati,0,3000000.0,4200000.0,26.0,Mikro
Mandalajati,18,35000000.0,260000000.0,17.0,Mikro
Mandalajati,10,10000000.0,36000000.0,9.0,Mikro
Mandalajati,4,7000000.0,20000000.0,6.0,Mikro
Mandalajati,1,500000.0,60000000.0,29.0,Mikro
Mandalajati,6,200000000.0,144000000.0,4.0,Mikro
Panyileukan,1,1700000.0,144000000.0,12.0,Mikro
Panyileukan,3,57000000.0,60000000.0,14.0,Mikro
Panyileukan,3,60000000.0,48000000.0,19.0,Mikro
Panyileukan,3,2000000.0,48000000.0,19.0,Mikro
Panyileukan,5,6000000.0,36000000.0,19.0,Mikro
Panyileukan,3,50000000.0,36000000.0,19.0,Mikro
Panyileukan,2,50000000.0,36000000.0,19.0,Mikro
Panyileukan,2,68500000.0,36000000.0,15.0,Kecil
Panyileukan,2,54000000.0,36000000.0,17.0,Kecil
Panyileukan,1,41000000.0,36000000.0,17.0,Mikro
Panyileukan,1,51000000.0,36000000.0,19.0,Kecil
Panyileukan,1,1000000.0,24000000.0,16.0,Mikro
Panyileukan,2,45000000.0,24000000.0,18.0,Mikro
Panyileukan,2,35000000.0,24000000.0,17.0,Mikro
Panyileukan,1,44000000.0,24000000.0,17.0,Mikro
Panyileukan,1,3000000.0,12000000.0,19.0,Mikro
Panyileukan,9,12000000.0,60000000.0,16.0,Mikro
Panyileukan,6,40000000.0,30000000.0,24.0,Mikro
Panyileukan,1,8000000.0,12000000.0,9.0,Mikro
Panyileukan,1,30000000.0,100000000.0,8.0,Mikro
Panyileukan,2,7600000.0,108000000.0,14.0,Mikro
Panyileukan,2,5000000.0,96000000.0,9.0,Mikro
Panyileukan,1,8000000.0,35000000.0,9.0,Mikro
Panyileukan,15,100000000.0,300000000.0,7.0,Mikro
Panyileukan,2,9000000.0,60000000.0,6.0,Mikro
Panyileukan,4,25000000.0,150000000.0,7.0,Mikro
Panyileukan,5,46000000.0,120000000.0,8.0,Mikro
Panyileukan,4,4000000.0,100000000.0,2.0,Mikro
Panyileukan,3,35000000.0,30000000.0,2.0,Kecil
Rancasari,5,300000000.0,80000000.0,7.0,Mikro
Rancasari,5,10000000.0,40000000.0,4.0,Mikro
Rancasari,0,3000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,4200000.0,27.0,Mikro
Rancasari,0,4000000.0,9000000.0,20.0,Mikro
Rancasari,0,3000000.0,4200000.0,22.0,Mikro
Rancasari,0,3000000.0,9000000.0,21.0,Mikro
Rancasari,0,4000000.0,4200000.0,25.0,Mikro
Rancasari,0,4000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,4200000.0,23.0,Mikro
Rancasari,0,4000000.0,4200000.0,26.0,Mikro
Rancasari,0,3000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,4200000.0,23.0,Mikro
Rancasari,0,4000000.0,4200000.0,23.0,Mikro
Rancasari,0,4000000.0,2400000.0,32.0,Mikro
Rancasari,0,4000000.0,9000000.0,32.0,Mikro
Rancasari,0,4000000.0,9000000.0,24.0,Mikro
Rancasari,0,3000000.0,4200000.0,20.0,Mikro
Rancasari,0,4000000.0,9000000.0,34.0,Mikro
Rancasari,0,4000000.0,4200000.0,20.0,Mikro
Rancasari,0,3000000.0,4200000.0,22.0,Mikro
Rancasari,0,3000000.0,4200000.0,24.0,Mikro
Rancasari,0,3000000.0,9000000.0,25.0,Mikro
Rancasari,0,4000000.0,4200000.0,27.0,Mikro
Rancasari,0,3000000.0,9000000.0,23.0,Mikro
Rancasari,0,4000000.0,4200000.0,31.0,Mikro
Rancasari,0,3000000.0,9000000.0,25.0,Mikro
Rancasari,0,4000000.0,4200000.0,30.0,Mikro
