Kecamatan,Jumlah Karyawan,Aset,Omset,Lama Berdiri(Tahun),Kategori Usaha
Bandung Kidul,0,220000000.0,1140000000.0,12.0,Kecil
Bandung Kidul,2,32500000.0,720000000.0,19.0,Mikro
Bandung Kidul,0,220000000.0,600000000.0,16.0,Kecil
Bandung Kidul,3,162000000.0,540000000.0,14.0,Kecil
Bandung Kidul,2,25000000.0,540000000.0,16.0,Mikro
Bandung Kidul,3,70000000.0,540000000.0,21.0,Kecil
Bandung Kidul,3,60000000.0,480000000.0,17.0,Kecil
Bandung Kidul,3,350000000.0,420000000.0,23.0,Kecil
Bandung Kidul,3,95000000.0,360000000.0,17.0,Kecil
Bandung Kidul,2,32000000.0,324000000.0,29.0,Mikro
Bandung Kidul,6,12000000.0,63000000.0,18.0,Mikro
Bandung Kidul,5,25600000.0,36000000.0,28.0,Mikro
Bandung Kidul,5,10000000.0,45000000.0,14.0,Mikro
Bandung Kidul,4,4500000.0,180000000.0,12.0,Mikro
Bandung Kidul,4,1500000.0,3600000.0,13.0,Mikro
Bandung Kidul,7,88000000.0,960000000.0,22.0,Kecil
Bandung Kidul,5,56000000.0,75000000.0,11.0,Kecil
Bandung Kidul,8,110000000.0,540000000.0,15.0,Kecil
Bandung Kidul,12,25000000.0,50000000.0,14.0,Mikro
Bandung Kidul,2,10000000.0,108000000.0,6.0,Mikro
Bandung Kidul,1,6000000.0,60000000.0,7.0,Mikro
Bandung Kidul,6,25000000.0,150000000.0,6.0,Mikro
Bandung Kidul,25,200000000.0,1200000000.0,7.0,Kecil
Bandung Kidul,4,50000000.0,240000000.0,46.0,Mikro
Bandung Kidul,7,500000000.0,50000000.0,5.0,Mikro
Bandung Kidul,8,50000000.0,300000000.0,46.0,Mikro
Bandung Kidul,2,2500000.0,15500000.0,9.0,Kecil
Bandung Kulon,0,3000000.0,4200000.0,25.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,4000000.0,9000000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,24.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,21.0,Mikro
Bandung Kulon,1,3000000.0,4200000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,20.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,24.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,21.0,Mikro
Bandung Kulon,1,3000000.0,9000000.0,23.0,Mikro
Bandung Kulon,2,4000000.0,9000000.0,24.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,22.0,Mikro
Bandung Kulon,0,4000000.0,9000000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,20.0,Mikro
Bandung Kulon,0,4000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,1,4000000.0,9000000.0,23.0,Mikro
Bandung Kulon,1,4000000.0,9000000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,24.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,20.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,22.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,24.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,25.0,Mikro
Bandung Kulon,0,3000000.0,9000000.0,26.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,21.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,23.0,Mikro
Bandung Kulon,0,3000000.0,4200000.0,25.0,Mikro
Bandung Kulon,1,3000000.0,4200000.0,23.0,Mikro
Bandung Kulon,1,4000000.0,9000000.0,23.0,Mikro
Bandung Kulon,2,3000000.0,9000000.0,30.0,Mikro
Bandung Kulon,1,3000000.0,4200000.0,29.0,Mikro
Bandung Kulon,0,15000000.0,288000000.0,34.0,Mikro
Bandung Kulon,0,40000000.0,240000000.0,59.0,Mikro
Bandung Kulon,0,10000000.0,192000000.0,26.0,Mikro
Bandung Kulon,0,20000000.0,180000000.0,12.0,Mikro
Bandung Kulon,2,35000000.0,180000000.0,32.0,Mikro
Bandung Kulon,0,2500000.0,144000000.0,31.0,Mikro
Bandung Kulon,0,20000000.0,120000000.0,19.0,Mikro
Bandung Kulon,0,3000000.0,120000000.0,12.0,Mikro
Bandung Kulon,4,15000000.0,120000000.0,18.0,Mikro
Bandung Kulon,0,10000000.0,108000000.0,25.0,Mikro
Bandung Kulon,0,6000000.0,108000000.0,15.0,Mikro
Bandung Kulon,0,10000000.0,108000000.0,44.0,Mikro
Bandung Kulon,0,2000000.0,72000000.0,29.0,Mikro
Bandung Kulon,0,4000000.0,72000000.0,14.0,Mikro
Bandung Kulon,0,10000000.0,72000000.0,12.0,Mikro
Bandung Kulon,0,15000000.0,60000000.0,26.0,Mikro
Bandung Kulon,0,10000000.0,60000000.0,21.0,Mikro
Bandung Kulon,1,4000000.0,60000000.0,19.0,Mikro
Bandung Kulon,0,4000000.0,60000000.0,37.0,Mikro
Bandung Kulon,0,1000000.0,54000000.0,11.0,Mikro
Bandung Kulon,0,1000000.0,54000000.0,12.0,Mikro
Bandung Kulon,0,2000000.0,54000000.0,17.0,Mikro
Bandung Kulon,0,60000000.0,48000000.0,14.0,Mikro
Bandung Kulon,0,12000000.0,48000000.0,12.0,Mikro
Bandung Kulon,0,3000000.0,36000000.0,11.0,Mikro
Bandung Kulon,0,5000000.0,36000000.0,41.0,Mikro
Bandung Kulon,0,20000000.0,36000000.0,49.0,Mikro
Bandung Kulon,0,7000000.0,36000000.0,19.0,Mikro
Bandung Kulon,0,10000000.0,36000000.0,17.0,Mikro
Bandung Kulon,0,12000000.0,36000000.0,39.0,Mikro
Bandung Kulon,0,6000000.0,36000000.0,39.0,Mikro
Bandung Kulon,0,3000000.0,36000000.0,14.0,Mikro
Bandung Kulon,1,5000000.0,36000000.0,14.0,Mikro
Bandung Kulon,3,7000000.0,36000000.0,18.0,Mikro
Bandung Kulon,0,4000000.0,28800000.0,15.0,Mikro
Bandung Kulon,0,4000000.0,24000000.0,15.0,Mikro
Bandung Kulon,0,2000000.0,24000000.0,29.0,Mikro
Bandung Kulon,0,7000000.0,18000000.0,12.0,Mikro
Bandung Kulon,0,1000000.0,6000000.0,64.0,Mikro
Bandung Kulon,20,180000000.0,1200000000.0,32.0,Kecil
Bandung Kulon,3,20000000.0,600000000.0,39.0,Mikro
Bandung Kulon,0,40000000.0,540000000.0,14.0,Mikro
Bandung Kulon,2,30000000.0,540000000.0,13.0,Mikro
Bandung Kulon,0,30000000.0,360000000.0,22.0,Mikro
Bandung Kulon,8,245000000.0,324000000.0,18.0,Kecil
Bandung Kulon,4,140000000.0,5400000000.0,16.0,Kecil
Bandung Kulon,6,25000000.0,180000000.0,16.0,Mikro
Bandung Kulon,2,25000000.0,180000000.0,20.0,Mikro
Bandung Kulon,6,15000000.0,180000000.0,29.0,Mikro
Bandung Kulon,10,6000000.0,10000000.0,12.0,Mikro
Bandung Kulon,18,10000000.0,702000000.0,12.0,Mikro
Bandung Kulon,6,3000000.0,12000000.0,16.0,Mikro
Bandung Kulon,2,20000000.0,9000000.0,11.0,Mikro
Bandung Kulon,1,5000000.0,20000000.0,9.0,Mikro
Bandung Kulon,10,1000000000.0,500000000.0,19.0,Kecil
Bandung Kulon,3,25000000.0,175000000.0,12.0,Mikro
Bandung Kulon,2,40000000.0,100000000.0,10.0,Mikro
Bandung Kulon,6,250000000.0,300000000.0,5.0,Mikro
Bandung Kulon,6,15000000.0,250000000.0,7.0,Mikro
Bandung Kulon,1,15000000.0,30000000.0,7.0,Mikro
Bandung Kulon,3,60000000.0,70000000.0,10.0,Mikro
Bandung Kulon,3,35000000.0,36000000.0,7.0,Mikro
Bandung Kulon,4,40000000.0,200000000.0,5.0,Mikro
Bandung Kulon,2,22000000.0,12000000.0,9.0,Mikro
Bandung Wetan,0,3000000.0,9000000.0,19.0,Mikro
Bandung Wetan,0,3000000.0,4200000.0,18.0,Mikro
Bandung Wetan,0,3000000.0,4200000.0,39.0,Mikro
Bandung Wetan,0,3000000.0,4200000.0,19.0,Mikro
Bandung Wetan,2,4000000.0,4200000.0,37.0,Mikro
Bandung Wetan,2,3000000.0,9000000.0,30.0,Mikro
Bandung Wetan,0,4000000.0,4200000.0,29.0,Mikro
Bandung Wetan,7,3000000.0,2400000.0,20.0,Mikro
Bandung Wetan,5,3000000.0,9000000.0,19.0,Mikro
Bandung Wetan,4,3000000.0,9000000.0,39.0,Mikro
Bandung Wetan,4,4000000.0,2400000.0,29.0,Mikro
Bandung Wetan,1,4000000.0,9000000.0,25.0,Mikro
Bandung Wetan,5,4000000.0,9000000.0,44.0,Mikro
Bandung Wetan,5,3000000.0,2400000.0,39.0,Mikro
Bandung Wetan,1,3000000.0,4200000.0,29.0,Mikro
Bandung Wetan,2,10000000.0,9000000.0,25.0,Mikro
Bandung Wetan,1,15000000.0,9000000.0,20.0,Mikro
Bandung Wetan,2,4000000.0,9000000.0,25.0,Mikro
Bandung Wetan,0,4000000.0,9000000.0,18.0,Mikro
Bandung Wetan,0,3000000.0,4200000.0,18.0,Mikro
Bandung Wetan,4,3000000.0,9000000.0,21.0,Mikro
Bandung Wetan,2,15000000.0,2400000.0,20.0,Mikro
Bandung Wetan,5,15000000.0,2400000.0,32.0,Mikro
Bandung Wetan,1,4000000.0,4200000.0,17.0,Mikro
Bandung Wetan,3,4000000.0,4200000.0,30.0,Mikro
Bandung Wetan,1,10000000.0,2400000.0,22.0,Mikro
Bandung Wetan,2,4000000.0,9000000.0,22.0,Mikro
Bandung Wetan,3,3000000.0,9000000.0,54.0,Mikro
Bandung Wetan,1,3000000.0,4200000.0,18.0,Mikro
Bandung Wetan,2,3000000.0,2400000.0,17.0,Mikro
Bandung Wetan,2,3000000.0,9000000.0,20.0,Mikro
Bandung Wetan,2,3000000.0,9000000.0,32.0,Mikro
Bandung Wetan,2,3000000.0,4200000.0,31.0,Mikro
Bandung Wetan,1,10000000.0,4200000.0,18.0,Mikro
Bandung Wetan,2,4000000.0,9000000.0,19.0,Mikro
Bandung Wetan,2,3000000.0,4200000.0,18.0,Mikro
Bandung Wetan,1,3000000.0,4200000.0,21.0,Mikro
Bandung Wetan,1,10000000.0,9000000.0,18.0,Mikro
Bandung Wetan,1,4000000.0,4200000.0,36.0,Mikro
Bandung Wetan,2,3000000.0,4200000.0,31.0,Mikro
Bandung Wetan,6,11000000.0,4200000.0,39.0,Mikro
Bandung Wetan,1,3000000.0,9000000.0,24.0,Mikro
Bandung Wetan,6,100000000.0,180000000.0,23.0,Kecil
Bandung Wetan,6,10000000.0,20000000.0,13.0,Mikro
Bandung Wetan,13,100000000.0,180000000.0,44.0,Kecil
Bandung Wetan,7,20000000.0,50000000.0,39.0,Mikro
Bandung Wetan,30,40000000.0,240000000.0,26.0,Mikro
Bandung Wetan,5,120000000.0,72000000.0,35.0,Kecil
Bandung Wetan,5,100000000.0,50000000.0,32.0,Kecil
Bandung Wetan,5,50000000.0,150000000.0,32.0,Mikro
Bandung Wetan,3,180000000.0,100000000.0,35.0,Kecil
Bandung Wetan,4,7000000.0,72000000.0,9.0,Mikro
Bandung Wetan,10,16000000.0,7000000.0,8.0,Mikro
Bandung Wetan,1,10000000.0,24000000.0,6.0,Mikro
Bandung Wetan,3,4000000.0,86000000.0,6.0,Mikro
Bandung Wetan,5,20000000.0,200000000.0,7.0,Mikro
Bandung Wetan,5,10000000.0,120000000.0,7.0,Mikro
Bandung Wetan,8,100000000.0,300000000.0,4.0,Mikro
Bandung Wetan,5,500000000.0,300000000.0,4.0,Mikro
Batununggal,14,19500000.0,384000000.0,15.0,Mikro
Batununggal,0,4000000.0,9000000.0,24.0,Mikro
Batununggal,0,3000000.0,4200000.0,23.0,Mikro
Batununggal,0,3000000.0,4200000.0,20.0,Mikro
Batununggal,0,3000000.0,4200000.0,22.0,Mikro
Batununggal,0,3000000.0,4200000.0,21.0,Mikro
Batununggal,0,3000000.0,4200000.0,23.0,Mikro
Batununggal,0,4000000.0,9000000.0,30.0,Mikro
Batununggal,0,3000000.0,4200000.0,21.0,Mikro
Batununggal,0,4000000.0,9000000.0,30.0,Mikro
Batununggal,0,3000000.0,4200000.0,20.0,Mikro
Batununggal,0,4000000.0,9000000.0,32.0,Mikro
Batununggal,0,3000000.0,4200000.0,22.0,Mikro
Batununggal,0,3000000.0,2400000.0,19.0,Mikro
Batununggal,0,3000000.0,4200000.0,32.0,Mikro
Batununggal,0,3000000.0,4200000.0,20.0,Mikro
Batununggal,0,3000000.0,4200000.0,22.0,Mikro
Batununggal,0,4000000.0,9000000.0,38.0,Mikro
Batununggal,0,3000000.0,4200000.0,33.0,Mikro
Batununggal,0,3000000.0,4200000.0,20.0,Mikro
Batununggal,0,3000000.0,9000000.0,30.0,Mikro
Batununggal,0,3000000.0,4200000.0,31.0,Mikro
Batununggal,0,3000000.0,4200000.0,19.0,Mikro
Batununggal,0,3000000.0,4200000.0,39.0,Mikro
Batununggal,0,4000000.0,9000000.0,33.0,Mikro
Batununggal,0,3000000.0,9000000.0,39.0,Mikro
Batununggal,0,3000000.0,4200000.0,19.0,Mikro
Batununggal,0,3000000.0,9000000.0,22.0,Mikro
Batununggal,0,4000000.0,4200000.0,21.0,Mikro
Batununggal,0,4000000.0,4200000.0,19.0,Mikro
Batununggal,0,4000000.0,9000000.0,21.0,Mikro
Batununggal,0,4000000.0,9000000.0,23.0,Mikro
Batununggal,0,4000000.0,9000000.0,39.0,Mikro
Batununggal,0,4000000.0,4200000.0,23.0,Mikro
Batununggal,0,3000000.0,4200000.0,19.0,Mikro
Batununggal,0,3000000.0,2400000.0,21.0,Mikro
Batununggal,0,3000000.0,2400000.0,21.0,Mikro
Batununggal,0,4000000.0,2400000.0,21.0,Mikro
Batununggal,0,3000000.0,2400000.0,24.0,Mikro
Batununggal,0,3000000.0,4200000.0,22.0,Mikro
Batununggal,0,3000000.0,4200000.0,18.0,Mikro
Batununggal,0,3000000.0,4200000.0,20.0,Mikro
Batununggal,0,3000000.0,2400000.0,22.0,Mikro
Batununggal,0,3000000.0,2400000.0,22.0,Mikro
Batununggal,4,50000000.0,120000000.0,17.0,Mikro
Batununggal,2,150000000.0,60000000.0,29.0,Kecil
Batununggal,1,150000000.0,48000000.0,25.0,Kecil
Batununggal,1,40000000.0,12000000.0,11.0,Mikro
Batununggal,2,7500000.0,50000000.0,20.0,Mikro
Batununggal,10,10000000.0,30000000.0,14.0,Mikro
Batununggal,5,22000000.0,30000000.0,13.0,Mikro
Batununggal,6,16000000.0,68000000.0,16.0,Mikro
Batununggal,6,50000000.0,45000000.0,22.0,Mikro
Batununggal,2,5000000.0,30000000.0,14.0,Mikro
Batununggal,1,75000000.0,100000000.0,23.0,Kecil
Batununggal,3,10000000.0,40000000.0,26.0,Mikro
Batununggal,8,100000000.0,100000000.0,17.0,Kecil
Batununggal,2,52000000.0,230400000.0,20.0,Kecil
Batununggal,1,5000000.0,60000000.0,21.0,Mikro
Batununggal,1,500000.0,6000000.0,10.0,Mikro
Batununggal,3,20000000.0,50000000.0,9.0,Mikro
Batununggal,3,4500000.0,18000000.0,12.0,Mikro
Batununggal,2,800000.0,60000000.0,10.0,Mikro
Batununggal,3,20000000.0,115200000.0,11.0,Mikro
Batununggal,4,6000000.0,8000000.0,10.0,Mikro
Batununggal,1,2000000.0,11000000.0,6.0,Mikro
Batununggal,3,25000000.0,250000000.0,7.0,Mikro
Batununggal,12,50000000.0,150000000.0,7.0,Mikro
Batununggal,6,4000000.0,150000000.0,22.0,Mikro
Batununggal,5,120000000.0,100000000.0,4.0,Mikro
Batununggal,3,50000000.0,120000000.0,8.0,Mikro
Batununggal,2,20000000.0,30000000.0,7.0,Mikro
Batununggal,5,3000000.0,24000000.0,4.0,Mikro
Batununggal,2,2500000.0,15500000.0,9.0,Kecil
Bojongloa Kaler,0,4000000.0,2400000.0,20.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,49.0,Mikro
Bojongloa Kaler,0,4000000.0,9000000.0,24.0,Mikro
Bojongloa Kaler,2,20000000.0,2400000.0,40.0,Mikro
Bojongloa Kaler,2,15000000.0,9000000.0,31.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,49.0,Mikro
Bojongloa Kaler,0,4000000.0,9000000.0,24.0,Mikro
Bojongloa Kaler,2,20000000.0,2400000.0,40.0,Mikro
Bojongloa Kaler,2,15000000.0,9000000.0,31.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,33.0,Mikro
Bojongloa Kaler,0,4000000.0,4200000.0,19.0,Mikro
Bojongloa Kaler,1,10000000.0,2400000.0,31.0,Mikro
Bojongloa Kaler,1,4000000.0,9000000.0,20.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,20.0,Mikro
Bojongloa Kaler,0,4000000.0,9000000.0,23.0,Mikro
Bojongloa Kaler,1,3000000.0,9000000.0,22.0,Mikro
Bojongloa Kaler,4,3000000.0,9000000.0,35.0,Mikro
Bojongloa Kaler,0,4000000.0,9000000.0,24.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,22.0,Mikro
Bojongloa Kaler,1,15000000.0,2400000.0,30.0,Mikro
Bojongloa Kaler,3,11000000.0,2400000.0,42.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,21.0,Mikro
Bojongloa Kaler,0,4000000.0,2400000.0,23.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,27.0,Mikro
Bojongloa Kaler,0,4000000.0,9000000.0,32.0,Mikro
Bojongloa Kaler,2,10000000.0,2400000.0,26.0,Mikro
Bojongloa Kaler,2,4000000.0,9000000.0,24.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,27.0,Mikro
Bojongloa Kaler,0,3000000.0,4200000.0,34.0,Mikro
Bojongloa Kaler,0,3000000.0,2400000.0,24.0,Mikro
Bojongloa Kaler,0,3000000.0,2400000.0,19.0,Mikro
Bojongloa Kaler,0,15000000.0,2400000.0,20.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,20.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,22.0,Mikro
Bojongloa Kaler,1,3000000.0,9000000.0,29.0,Mikro
Bojongloa Kaler,2,4000000.0,9000000.0,23.0,Mikro
Bojongloa Kaler,0,3000000.0,9000000.0,23.0,Mikro
Bojongloa Kaler,2,3000000.0,2400000.0,41.0,Mikro
Bojongloa Kaler,2,4000000.0,9000000.0,19.0,Mikro
Bojongloa Kaler,2,10000000.0,9000000.0,31.0,Mikro
Bojongloa Kaler,2,15000000.0,2400000.0,32.0,Mikro
Bojongloa Kaler,0,10000000.0,2400000.0,41.0,Mikro
Bojongloa Kaler,2,3000000.0,4200000.0,20.0,Mikro
Bojongloa Kaler,3,7000000.0,240000000.0,19.0,Mikro
Bojongloa Kaler,2,9000000.0,108000000.0,12.0,Mikro
Bojongloa Kaler,1,74300000.0,72000000.0,16.0,Kecil
Bojongloa Kaler,1,83700000.0,72000000.0,31.0,Kecil
Bojongloa Kaler,2,20000000.0,60000000.0,18.0,Mikro
Bojongloa Kaler,2,7500000.0,60000000.0,13.0,Mikro
Bojongloa Kaler,3,188000000.0,54000000.0,26.0,Kecil
Bojongloa Kaler,2,10500000.0,48000000.0,15.0,Mikro
Bojongloa Kaler,3,18100000.0,48000000.0,35.0,Mikro
Bojongloa Kaler,2,90000000.0,48000000.0,26.0,Kecil
Bojongloa Kaler,1,6200000.0,36000000.0,14.0,Mikro
Bojongloa Kaler,1,3000000.0,36000000.0,31.0,Mikro
Bojongloa Kaler,3,113000000.0,30000000.0,12.0,Kecil
Bojongloa Kaler,2,3700000.0,30000000.0,16.0,Mikro
Bojongloa Kaler,3,3400000.0,30000000.0,12.0,Mikro
Bojongloa Kaler,1,92500000.0,24000000.0,13.0,Kecil
Bojongloa Kaler,2,94500000.0,24000000.0,17.0,Kecil
Bojongloa Kaler,1,700000.0,24000000.0,13.0,Mikro
Bojongloa Kaler,0,5300000.0,24000000.0,14.0,Mikro
Bojongloa Kaler,0,4700000.0,21600000.0,12.0,Mikro
Bojongloa Kaler,2,67500000.0,19200000.0,17.0,Kecil
Bojongloa Kaler,2,72000000.0,18000000.0,33.0,Kecil
Bojongloa Kaler,1,8000000.0,18000000.0,14.0,Mikro
Bojongloa Kaler,2,2000000.0,18000000.0,13.0,Mikro
Bojongloa Kaler,2,85000000.0,18000000.0,22.0,Kecil
Bojongloa Kaler,2,74000000.0,18000000.0,16.0,Kecil
Bojongloa Kaler,1,3000000.0,18000000.0,13.0,Mikro
Bojongloa Kaler,1,74000000.0,18000000.0,15.0,Kecil
Bojongloa Kaler,0,102000000.0,18000000.0,32.0,Kecil
Bojongloa Kaler,1,88800000.0,18000000.0,32.0,Kecil
Bojongloa Kaler,2,61500000.0,12000000.0,13.0,Kecil
Bojongloa Kaler,2,2700000.0,12000000.0,21.0,Mikro
Bojongloa Kaler,0,120000000.0,12000000.0,25.0,Kecil
Bojongloa Kaler,0,8000000.0,9600000.0,19.0,Mikro
Bojongloa Kaler,2,70800000.0,8400000.0,13.0,Kecil
Bojongloa Kaler,1,90600000.0,6000000.0,21.0,Kecil
Bojongloa Kaler,0,60000000.0,6000000.0,14.0,Kecil
Bojongloa Kaler,2,40200000.0,3600000.0,12.0,Mikro
Bojongloa Kaler,1,75200000.0,2400000.0,25.0,Kecil
Bojongloa Kaler,6,50000000.0,150000000.0,15.0,Mikro
Bojongloa Kaler,10,70000000.0,100000000.0,29.0,Kecil
Bojongloa Kaler,1,4000000.0,24000000.0,16.0,Mikro
Bojongloa Kaler,12,100000000.0,600000000.0,20.0,Kecil
Bojongloa Kaler,8,50000000.0,240000000.0,19.0,Mikro
Bojongloa Kaler,10,20000000.0,150000000.0,13.0,Mikro
Bojongloa Kaler,11,50000000.0,200000000.0,24.0,Mikro
Bojongloa Kaler,22,2160000000.0,2880000000.0,59.0,Menengah
Bojongloa Kaler,3,5000000.0,100000000.0,14.0,Mikro
Bojongloa Kaler,2,2000000.0,72000000.0,9.0,Mikro
Bojongloa Kaler,2,3000000.0,12000000.0,7.0,Mikro
Bojongloa Kaler,5,20000000.0,100000000.0,7.0,Mikro
Bojongloa Kaler,5,20000000.0,100000000.0,6.0,Mikro
Bojongloa Kaler,10,150000000.0,300000000.0,14.0,Mikro
Bojongloa kaler,4,10000000.0,70000000.0,8.0,Mikro
Bojongloa Kaler,1,5000000.0,12000000.0,4.0,Mikro
Bojongloa Kidul,12,60000000.0,40000000.0,20.0,Kecil
Bojongloa Kidul,9,35000000.0,700000000.0,12.0,Kecil
Bojongloa Kidul,0,3000000.0,9000000.0,23.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,25.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,39.0,Mikro
Bojongloa Kidul,5,4000000.0,9000000.0,23.0,Mikro
Bojongloa Kidul,8,3000000.0,2400000.0,27.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,22.0,Mikro
Bojongloa Kidul,3,4000000.0,9000000.0,24.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,21.0,Mikro
Bojongloa Kidul,5,4000000.0,9000000.0,24.0,Mikro
Bojongloa Kidul,1,4000000.0,2400000.0,30.0,Mikro
Bojongloa Kidul,9,3000000.0,2400000.0,34.0,Mikro
Bojongloa Kidul,0,3000000.0,2400000.0,22.0,Mikro
Bojongloa Kidul,2,3000000.0,9000000.0,27.0,Mikro
Bojongloa Kidul,10,3000000.0,2400000.0,30.0,Mikro
Bojongloa Kidul,2,3000000.0,2400000.0,19.0,Mikro
Bojongloa Kidul,4,3000000.0,2400000.0,28.0,Mikro
Bojongloa Kidul,2,4000000.0,9000000.0,33.0,Mikro
Bojongloa Kidul,4,3000000.0,9000000.0,34.0,Mikro
Bojongloa Kidul,3,3000000.0,9000000.0,59.0,Mikro
Bojongloa Kidul,1,3000000.0,9000000.0,29.0,Mikro
Bojongloa Kidul,1,10000000.0,2400000.0,21.0,Mikro
Bojongloa Kidul,3,10000000.0,2400000.0,43.0,Mikro
Bojongloa Kidul,1,3000000.0,4200000.0,33.0,Mikro
Bojongloa Kidul,2,3000000.0,9000000.0,18.0,Mikro
Bojongloa Kidul,6,3000000.0,2400000.0,21.0,Mikro
Bojongloa Kidul,3,3000000.0,9000000.0,24.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,19.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,31.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,23.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,18.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,21.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,17.0,Mikro
Bojongloa Kidul,2,3000000.0,9000000.0,21.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,24.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,23.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,24.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,19.0,Mikro
Bojongloa Kidul,0,3000000.0,4200000.0,21.0,Mikro
Bojongloa Kidul,1,3000000.0,9000000.0,19.0,Mikro
Bojongloa Kidul,0,3000000.0,9000000.0,19.0,Mikro
Bojongloa Kidul,10,15000000.0,60000000.0,39.0,Mikro
Bojongloa Kidul,6,30000000.0,47620000.0,19.0,Mikro
Bojongloa Kidul,5,15000000.0,60000000.0,12.0,Mikro
Bojongloa Kidul,5,10000000.0,45000000.0,21.0,Mikro
Bojongloa Kidul,8,40000000.0,400000000.0,22.0,Mikro
Bojongloa Kidul,6,300000000.0,400000000.0,14.0,Menengah
Bojongloa Kidul,4,6000000.0,18000000.0,13.0,Mikro
Bojongloa Kidul,2,5500000.0,150000000.0,11.0,Mikro
Bojongloa Kidul,7,25000000.0,15000000.0,7.0,Mikro
Bojongloa Kidul,4,2000000.0,100000000.0,7.0,Mikro
Bojongloa Kidul,5,5000000.0,200000000.0,12.0,Mikro
Bojongloa Kidul,3,5000000.0,300000000.0,14.0,Mikro
Bojongloa Kidul,8,30000000.0,300000000.0,34.0,Mikro
Bojongloa Kidul,16,95000000.0,1260000000.0,13.0,Kecil
Bojongloa Kidul,10,100000000.0,10000000.0,7.0,Mikro
Bojongloa Kidul,18,400000000.0,200000000.0,14.0,Mikro
Bojongloa Kidul,4,12000000.0,100000000.0,10.0,Mikro
Bojongloa Kidul,6,20000000.0,200000000.0,9.0,Mikro
Bojongloa Kidul,0,3000000.0,180000000.0,35.0,Mikro
Bojongloa Kidul,0,1000000.0,144000000.0,13.0,Mikro
Bojongloa Kidul,1,70000000.0,24000000.0,19.0,Kecil
Bojongloa Kidul,2,600000.0,18000000.0,13.0,Mikro
Bojongloa Kidul,9,115000000.0,1080000000.0,13.0,Kecil
